,명칭,주소,위도,경도,사진
1354,주식회사 로카,경상남도 고성군 상리면 신촌리,35.0181723809,128.1815775827,주식회사 로카.jpg
1355,죽도산 퇴적암 (경북 동해안 국가지질공원),경상북도 영덕군 축산면 축산항길 86-1,36.5087719999,129.4504939211,죽도산 퇴적암 (경북 동해안 국가지질공원).jpg
1356,중앙공원,부산광역시 서구 망양로193번길 187(동대신동2가),35.112327142,129.0279956864,중앙공원.jpg
1357,지장산 응회암 (한탄강 유네스코 세계지질공원),경기도 포천시 관인면 지장산길 124,38.1029011997,127.1937608849,지장산 응회암 (한탄강 유네스코 세계지질공원).jpg
1358,진리도우선착장,인천광역시 옹진군 덕적면 덕적북로 31,37.2275791603,126.154949915,진리도우선착장.jpg
1359,진안 홍삼스파,전라북도 진안군 진안읍 외사양길 16-10,35.7761983226,127.4175082781,진안 홍삼스파.jpg
1360,쪽박섬,경기도 안산시 단원구 쪽박섬길 102(대부남동),37.2069939125,126.5480757658,쪽박섬.jpg
1361,창경궁 홍화문,서울특별시 종로구 창경궁로 185(와룡동),37.5776782272,126.9938554166,창경궁 홍화문.jpg
1362,철원 한탄강 은하수교,강원특별자치도 철원군 동송읍 장흥리 725-12,38.2003191307,127.2776058809,철원 한탄강 은하수교.jpg
1363,청광새들녘마을,경상남도 고성군 개천면 영회로 1296,35.1147943725,128.3093666354,청광새들녘마을.jpg
1364,청송 자연휴양림 퇴적암층 (청송 국가지질공원),경상북도 청송군 부남면 청송로 3478-96(부남면),36.3179194229,129.0537206479,청송 자연휴양림 퇴적암층 (청송 국가지질공원).jpg
1365,청천호 둘레길,충청남도 보령시 청라면 의평리783-2,36.3889898714,126.641203159,청천호 둘레길.jpg
1366,추도(여수),전라남도 여수시 화정면 추도길 1,34.593456466,127.567739362,추도(여수).jpg
1367,추화산성,경남 밀양시 교동 62-3(교동),35.5037506523,128.7692630997,추화산성.jpg
1368,춘천시 반려견놀이터 같이놀개,강원특별자치도 춘천시 영서로 3282,37.9416101578,127.7122821547,춘천시 반려견놀이터 같이놀개.jpg
1369,칼봉산자연휴양림,경기도 가평군 가평읍 경반안로 454,37.8349291173,127.4658883141,칼봉산자연휴양림.jpg
1370,코코몽팜빌리지,경기도 남양주시 조안면 북한강로 881,37.5957073683,127.3384735287,코코몽팜빌리지.jpg
1371,"태하 해안산책로 및 대풍감 (울릉도, 독도 국가지질공원)",경상북도 울릉군 서면 태하리,37.5187311739,130.8039039436,"태하 해안산책로 및 대풍감 (울릉도, 독도 국가지질공원).jpg"
1372,평창 수항리사지,강원특별자치도 평창군 진부면 수항절터길 147수항리 143,37.5671696408,128.5610526025,평창 수항리사지.jpg
1373,평창 의야지 바람마을,강원특별자치도 평창군 대관령면 사부랑길 8,37.6890640469,128.7139628956,평창 의야지 바람마을.jpg
1374,포레스트벨,경기도 용인시 처인구 원삼면 맹리로 85-1,37.1971756928,127.3348546635,포레스트벨.jpg
1375,포천 산정호수,경기도 포천시 영북면 산정호수로411번길 104,38.0688380917,127.3221029089,포천 산정호수.jpg
1376,포천 허브힐링센터,경기도 포천시 신북면 청신로947번길 35,37.9650717178,127.1318066962,포천 허브힐링센터.jpg
1377,푸른길분수공원,광주광역시 동구 동명로67번길 22-44(산수동),35.153621491,126.9268760931,푸른길분수공원.jpg
1378,하길체육공원,경기도 화성시 향남읍 하길리 1409-1,37.0893472521,126.9114015627,하길체육공원.jpg
1379,하존티마을,경상남도 하동군 청암면 하존길 51,35.1297001411,127.7887174325,하존티마을.jpg
1380,한옥카페 청천,경상북도 성주군 칠봉2길 36-16 청천서원,35.899776588,128.2301551928,한옥카페 청천.jpg
1381,한천서원,대구광역시 달성군 가창면 가창동로 117(가창면),35.7801840112,128.6544127588,한천서원.jpg
1382,한탄강 지질공원센터,경기도 포천시 영북면 비둘기낭길 55,38.0732774495,127.2246811432,한탄강 지질공원센터.jpg
1383,할아버지동물농장,경기도 화성시 우정읍 배미길 50,37.0644951242,126.7853747788,할아버지동물농장.jpg
1384,행주산성,경기도 고양시 덕양구 행주로15번길 89,37.5961203093,126.8264701618,행주산성.jpg
1385,행주산성 역사공원,경기도 고양시 덕양구 행주외동 140-8,37.5982699389,126.8197596027,행주산성 역사공원.jpg
1386,헤븐온어,경기도 용인시 처인구 원삼면 이원로1116번길 42-4,37.1557744458,127.3084804381,헤븐온어.jpg
1387,현등산(운악산),경기 가평군 하면 운악청계로 589번길 73하면,37.8772854743,127.3244694201,현등산(운악산).jpg
1388,협동조합문화와함께 (구 문화누리 원삼),경기도 용인시 처인구 원삼면 원양로 364,37.1911925088,127.3048047728,협동조합문화와함께 (구 문화누리 원삼).jpg
1389,홍법사(부산),부산광역시 금정구 두구로33번길 202(두구동),35.3027517754,129.1106443769,홍법사(부산).jpg
1390,화성수촌교회,경기도 화성시 장안면 수촌큰말길 32,37.1046083693,126.8544368611,화성수촌교회.jpg
1391,화순 고인돌 장동응회암 (무등산권 국가지질공원),전라남도 화순군 도곡면 고인돌1로 180,34.9866762658,126.916953359,화순 고인돌 장동응회암 (무등산권 국가지질공원).jpg
1392,화악터널쌈지공원,경기도 가평군 북면 화악산로 1550,37.9929506491,127.5226395951,화악터널쌈지공원.jpg
1393,화야산,경기 가평군 청평면 삼회리청평면,37.6706725174,127.427838234,화야산.jpg
1394,화적연 (한탄강 유네스코 세계지질공원),경기도 포천시 관인면 사정리,38.1163036615,127.2618764702,화적연 (한탄강 유네스코 세계지질공원).jpg
1395,화정중앙공원,경기도 고양시 덕양구 화신로 266-1 (화정동),37.6309996796,126.8318242453,화정중앙공원.jpg
1396,화진포소나무숲산림욕장,강원특별자치도 고성군 거진읍 화진포길 258-115,38.4650603678,128.4485156639,화진포소나무숲산림욕장.jpg
1397,효석문학 100리길,강원특별자치도 평창군 봉평면 애강나무길 14,37.6063949106,128.3762625265,효석문학 100리길.jpg
1398,휘닉스찜질방 힐링센터,강원특별자치도 평창군 봉평면 태기로 306-7,37.5760643598,128.3380807715,휘닉스찜질방 힐링센터.jpg
1399,흥부골자연휴양림,전라북도 남원시 인월면 인월리 산53-1,35.4449249475,127.5872436242,흥부골자연휴양림.jpg
1400,가섭암지 마애여래삼존입상,경상남도 거창군 위천면 상천리산6-2번지,35.7345485901,127.7941371179,가섭암지 마애여래삼존입상.jpg
1401,가회동성당,서울특별시 종로구 북촌로 57(가회동),37.5820858828,126.9846616856,가회동성당.jpg
1402,강천섬,경기도 여주시 강천면 강천리,37.23438905,127.6942516838,강천섬.jpg
1403,개화예술공원,충청남도 보령시 성주면 성주산로 673-47,36.3133182941,126.6585619211,개화예술공원.jpg
1404,거제 쌍근어촌체험마을,경상남도 거제시 남부면 남부해안로 1094,34.7624916086,128.5893265378,거제 쌍근어촌체험마을.jpg
1405,거제도해초쑥 영농조합법인,경상남도 거제시 아주1로 96-1(아주동),34.8677204249,128.6826850817,거제도해초쑥 영농조합법인.jpg
1406,거창 요수정,경상남도 거창군 위천면 은하리길 100,35.7622516612,127.8309664506,거창 요수정.jpg
1407,거창 황금원숭이마을,경상남도 거창군 위천면 상천길 50-159,35.7496778653,127.818542887,거창 황금원숭이마을.jpg
1408,거창 황산리 신씨고가,경상남도 거창군 위천면 황산1길 109-5(위천면),35.7629155826,127.8370186747,거창 황산리 신씨고가.jpg
1409,거창 황산마을 옛 담장,경상남도 거창군 위천면 황산1길 109-5,35.763168337,127.8373158638,거창 황산마을 옛 담장.jpg
1410,건계정,경상남도 거창군 거창읍 거안로 1173-21,35.6926715144,127.8790001805,건계정.jpg
1411,경인아라뱃길귤현나루,인천광역시 계양구 정서진로 1247(귤현동),37.5728188359,126.747489137,경인아라뱃길귤현나루.jpg
1412,경주 양동마을 [유네스코 세계문화유산],경상북도 경주시 강동면 양동마을길 134,35.9967040757,129.2536900913,경주 양동마을 [유네스코 세계문화유산].jpg
1413,고대산자연휴양림,경기도 연천군 신서면 대광리,38.2113155104,127.1506644287,고대산자연휴양림.jpg
1414,고래뿌리선착장,경기도 안산시 단원구 대부남동 529-2,37.1999950931,126.5692295884,고래뿌리선착장.jpg
1415,고창 고인돌 유적 [유네스코 세계문화유산],전라북도 고창군 고인돌공원길 74 고인돌박물관,35.4415120412,126.651534939,고창 고인돌 유적 [유네스코 세계문화유산].jpg
1416,고창 무장현 관아와 읍성,전라북도 고창군 무장면 무장읍성길 45(무장면),35.4179798008,126.5575994348,고창 무장현 관아와 읍성.jpg
1417,광교산체육공원,경기도 용인시 수지구 고기동,37.3528386939,127.0516842798,광교산체육공원.jpg
1418,광안리해변 테마거리,부산광역시 수영구 민락동(민락동),35.1551657503,129.1221363273,광안리해변 테마거리.jpg
1419,구노량마을(노량어촌체험마을),경상남도 하동군 금남면 노량해안길 175-17,34.9479081651,127.8735452566,구노량마을(노량어촌체험마을).jpg
1420,구례 관광특구,전라남도 구례군 마산면 화엄사로 539,35.2573140182,127.4977425065,구례 관광특구.jpg
1421,구례 운조루 고택,전라남도 구례군 토지면 운조루길 59,35.2061200991,127.515442268,구례 운조루 고택.jpg
1422,구룡사,강원특별자치도 원주시 소초면 구룡사로 500,37.3995043418,128.0498675732,구룡사.jpg
1423,구봉산근린공원,경기도 화성시 병점동,37.2057223415,127.0485581274,구봉산근린공원.jpg
1424,구상반려암 (부산 국가지질공원),부산광역시 부산진구 전포동,35.1631194916,129.0721765659,구상반려암 (부산 국가지질공원).jpg
1425,구영해수욕장,경남 거제시 장목면 거제북로,35.0312133979,128.6910133258,구영해수욕장.jpg
1426,국군광주병원,광주광역시 서구 상무대로 1028-1(화정동),35.150618152,126.8735642144,국군광주병원.jpg
1427,국동항,전라남도 여수시 어항단지로 116(국동),34.7263609059,127.7213781344,국동항.jpg
1428,군산 신흥동 일본식가옥(히로쓰 가옥),전라북도 군산시 구영1길 17,35.9863009684,126.7061578421,군산 신흥동 일본식가옥(히로쓰 가옥).jpg
1429,금곡사,경상북도 경주시 안강읍 두류길 758,35.9349679404,129.1771930201,금곡사.jpg
1430,금곡영화마을,전라남도 장성군 영화마을길 254-7 종합복지센타,35.3952103506,126.7341759844,금곡영화마을.jpg
1431,금련산,부산광역시 수영구 광안동산60-3,35.1602230601,129.0974161159,금련산.jpg
1432,금원산,경상남도 거창군 북상면 창성리(일대),35.7412584365,127.7657727821,금원산.jpg
1433,금장대,경상북도 경주시 동대로 123(석장동),35.8605879015,129.2008208468,금장대.jpg
1434,금전산,전라남도 순천시 낙안면 상송리,34.9237073644,127.3495307352,금전산.jpg
1435,나대용생가및묘소,전라남도 나주시 문평면 오륜길 28-5,35.0551690164,126.6135145853,나대용생가및묘소.jpg
1436,나로도항,전라남도 고흥군 봉래면 나로도항길 128,34.46511053,127.4535469813,나로도항.jpg
1437,나주 구진포 장어거리,전라남도 나주시 다시면 가운리,35.0073365059,126.672360559,나주 구진포 장어거리.jpg
1438,나주 반남 고분군,전라남도 나주시 반남면,34.9121162677,126.6472234506,나주 반남 고분군.jpg
1439,나주 복암리 고분군,전라남도 나주시 다시면 백호로 287,34.9960541912,126.6570899638,나주 복암리 고분군.jpg
1440,나주 완사천,전라남도 나주시 송월동,35.0156029338,126.7139733433,나주 완사천.jpg
1441,나주향교,전라남도 나주시 향교길 38(교동),35.0334536546,126.7113842427,나주향교.jpg
1442,남양체육공원,경기도 화성시 남양읍 남양리,37.2100262312,126.8264670466,남양체육공원.jpg
1443,남원 추어탕 거리,전라북도 남원시 천거동(천거동),35.4005540714,127.3766717134,남원 추어탕 거리.jpg
1444,남원랜드,전라북도 남원시 양림길 58-13 (어현동),35.4027429759,127.3918814232,남원랜드.jpg
1445,너른공원,경기도 화성시 남양읍 남양리,37.2100262312,126.8264670466,너른공원.jpg
1446,넛출선착장,인천광역시 옹진군 영흥면 선재리 636-6,37.2540766945,126.5109889667,넛출선착장.jpg
1447,노작공원,경기도 화성시 석우동,37.2067172136,127.0789470122,노작공원.jpg
1448,늘해랑누리길 (치유의숲),경상남도 거창군 가조면 의상봉길 830,35.7366638755,128.0409208012,늘해랑누리길 (치유의숲).jpg
1449,능내근린공원,인천광역시 서구 검단로540번길 41(마전동),37.6014113024,126.6669234727,능내근린공원.jpg
1450,다람산공원,경기도 화성시 진안동,37.2173735096,127.0338980205,다람산공원.jpg
1451,다산 문화공원,경상북도 고령군 다산면 사문나루1길 17,35.8196483197,128.4667587425,다산 문화공원.jpg
1452,단양 방곡도깨비마을,충청북도 단양군 대강면 선암계곡로 148,36.8284582924,128.3114940378,단양 방곡도깨비마을.jpg
1453,달빛소리 수목원,전라북도 익산시 춘포면 천서길 149,35.9398452252,127.0330409637,달빛소리 수목원.jpg
1454,달오름마을,전라북도 남원시 인월면 인월서길 42,35.4568820232,127.5926289472,달오름마을.jpg
1455,달창지벚꽃길,대구광역시 달성군 유가면 비슬로34길 27(한정리 일원),35.6552722181,128.453369998,달창지벚꽃길.jpg
1456,달콤딸기농장,경기도 화성시 반월동,37.2341135554,127.0516209459,달콤딸기농장.jpg
1457,대나무골 테마공원,전라남도 담양군 금성면 비내동길 148,35.3371778141,127.0485773588,대나무골 테마공원.jpg
1458,대부도 흘곶 어촌체험 마을,경기도 안산시 단원구 대남로 618(대부남동),37.2060107159,126.5493923397,대부도 흘곶 어촌체험 마을.jpg
1459,대비마을,경상남도 하동군 화개면 정금리 747,35.2093747865,127.6461695633,대비마을.jpg
1460,대포리민씨고가,경상남도 산청군 생초면 명지대포로236번길 7,35.4640858114,127.8537668299,대포리민씨고가.jpg
1461,대항갯벌체험,전라북도 부안군 변산면 변산로 1906,35.6888709214,126.5386276441,대항갯벌체험.jpg
1462,덕유산국립공원(남덕유분소),"경남 거창군 북상면 소정리, 병곡리, 산수 월성리",35.8328819725,127.7993090218,덕유산국립공원(남덕유분소).jpg
1463,도그스포지움 송추점,경기도 양주시 호국로 542-20,37.7177532607,126.9750531497,도그스포지움 송추점.jpg
1464,도솔계곡(선운산),전라북도 고창군 아산면 선운사로 250,35.497685011,126.5795288199,도솔계곡(선운산).jpg
1465,도장포유람선,경상남도 거제시 남부면 도장포1길 55,34.7421507509,128.6626095963,도장포유람선.jpg
1466,동대구역광장,대구광역시 동구 동대구로 550(신암동),35.8794806389,128.6288011378,동대구역광장.jpg
1467,동일리포구,제주특별자치도 서귀포시 대정읍 동일하모로98번길 14-32,33.225489535,126.2401122413,동일리포구.jpg
1468,동해생명자원센터 / 내수면생명자원센터,강원특별자치도 양양군 손양면 동명로 119,38.0810143726,128.6388992529,
1469,런닝맨 강릉점,강원특별자치도 강릉시 창해로 307 세인트존스 호텔세인트존스호텔 파인동 2층,37.7911618243,128.9215243801,런닝맨 강릉점.jpg
1470,마음정원,경기도 남양주시 조안면 송촌리739-1,37.5681519546,127.323117384,마음정원.jpg
1471,마이돈테마공원,전라북도 진안군 진안읍 마이산로 130,35.7755011862,127.4178888182,마이돈테마공원.jpg
1472,마치광장,대전광역시 서구 구봉로131번길 27(관저동),36.297737476,127.3375042576,마치광장.jpg
1473,만지배밭,경상남도 하동군 하동읍 화심리1162,35.0934168955,127.719205033,만지배밭.jpg
1474,망덕포구,전라남도 광양시 진월면 망덕리 845-1,34.9726617295,127.7596518205,망덕포구.jpg
1475,머드광장,충청남도 보령시 해수욕장10길 5(신흑동),36.3151016616,126.5103779739,머드광장.jpg
1476,모곡공원,경기도 평택시 산단로52번길 21(모곡동),37.0354536194,127.075852055,모곡공원.jpg
1477,목5동성당,서울특별시 양천구 목동동로 353(목동),37.5333896158,126.8770200955,목5동성당.jpg
1478,목도강수욕장,충청북도 괴산군 불정면 목도리 864-19,36.8753806098,127.856752864,목도강수욕장.jpg
1479,목포 관광특구,"전남 목포시북항, 유달산, 개항장권역, 삼학도, 갓바위, 평화광장 일원",34.790622667,126.3735866789,목포 관광특구.jpg
1480,무봉산,경기도 화성시 중동산129-6,37.2051520522,127.152915353,무봉산.jpg
1481,무열사(나주),전라남도 나주시 다시면 무숙로 637-31,35.0037695989,126.6337640587,무열사(나주).jpg
1482,문동폭포,경상남도 거제시 문동폭포길 107(문동동),34.8562741316,128.6633009598,문동폭포.jpg
1483,문학산,인천광역시 미추홀구 문학길70번길 70(문학동),37.437750097,126.6850263834,문학산.jpg
1484,물맑음수목원,경기도 남양주시 수동면 지둔로307번길 47-4,37.7058187921,127.2956131424,물맑음수목원.jpg
1485,물안개공원,경기도 양평군 양평읍 물안개공원길 37,37.5000709583,127.4750305464,물안개공원.jpg
1486,물안해수욕장,경상남도 거제시 하청면 칠천로 973-1,35.0108510911,128.6524866723,물안해수욕장.jpg
1487,미륵사(나주),전라남도 나주시 봉황면 세남로 408-64(봉황면),34.9383683264,126.7815581685,미륵사(나주).jpg
1488,미천서원,전라남도 나주시 미천서원길 14-11(안창동),35.0053369964,126.6882453149,미천서원.jpg
1489,밀양호,경상남도 밀양시 단장면 고례리 310,35.4757096336,128.9343410948,밀양호.jpg
1490,배미꾸미조각공원,인천광역시 옹진군 북도면 모도로140번길 41,37.529059579,126.4062187591,배미꾸미조각공원.jpg
1491,백운사(광양),전라남도 광양시 옥룡면 백운사길 352(옥룡면),35.0915486519,127.6166696455,백운사(광양).jpg
1492,버드나무 브루어리,강원특별자치도 강릉시 경강로 1961(홍제동),37.7482771734,128.8844734896,버드나무 브루어리.jpg
1493,베어트리파크,세종특별자치시 전동면 신송로 217,36.6720645155,127.209205588,베어트리파크.jpg
1494,보광사(광양),전라남도 광양시 광양읍 서북4길 30,34.9734334829,127.5777844233,보광사(광양).jpg
1495,복만네,경상북도 칠곡군 가산면 가산로 108-10,36.0645025943,128.5467698664,복만네.jpg
1496,복천사,부산광역시 영도구 산정길 41 (신선동3가),35.0825170038,129.0505306507,복천사.jpg
1497,봉강사,전라남도 나주시 문평면 오룡리,35.0560772008,126.6107314768,봉강사.jpg
1498,봉원사(서울),서울특별시 서대문구 봉원사길 120(봉원동),37.5723974448,126.9469959488,봉원사(서울).jpg
1499,부산역 풍물거리,부산광역시 동구 초량동,35.1141382924,129.0411278278,부산역 풍물거리.jpg
1500,부영공원,인천광역시 부평구 안남로 146(산곡동),37.4959632152,126.7098280569,부영공원.jpg
1501,비금도,전라남도 신안군 비금면 죽림리,34.7337443661,125.9455258903,비금도.jpg
1502,비밀의정원,강원특별자치도 인제군 남면 갑둔리 산 122-3,37.9209399214,128.1328195237,비밀의정원.jpg
1503,사양제,전라북도 진안군 진안읍 마이산로 228-10,35.7682241305,127.4119450935,사양제.jpg
1504,서봉산산림욕장,경기도 화성시 봉담읍 덕리산3-1,37.1719520767,126.9390134434,서봉산산림욕장.jpg
1505,서산B지구방조제,충청남도 홍성군 서부면 남당항로 934-14,36.5936465493,126.4588280924,서산B지구방조제.jpg
1506,서운암,경상남도 양산시 하북면 통도사로 108,35.4886883698,129.0646293478,서운암.jpg
1507,"서울 구 벨기에영사관(현, 서울시립미술관 남서울생활미술관)",서울특별시 관악구 남부순환로 2076,37.4761175459,126.9795345921,"서울 구 벨기에영사관(현, 서울시립미술관 남서울생활미술관).jpg"
1508,석모도 자연휴양림,인천광역시 강화군 삼산면 삼산서로 39-75,37.6994881312,126.3153612612,석모도 자연휴양림.jpg
1509,선운정사,제주특별자치도 제주시 애월읍 구몰동길 65,33.4293874894,126.3071574318,선운정사.jpg
1510,세병공원,전북 전주시 덕진구 송천동2가 1316,35.876867983,127.1307950117,세병공원.jpg
1511,센트럴곤충생태농장,경기도 화성시 정남면 보통리,37.188317525,126.9770095434,센트럴곤충생태농장.jpg
1512,소래산 내원사,경기도 시흥시 서해안로 1541-15(신천동),37.4457814289,126.7815506959,소래산 내원사.jpg
1513,속초설악 삼포비치바이크 고성점,강원특별자치도 고성군 죽왕면 삼포해변길 9,38.3171097931,128.5309961262,속초설악 삼포비치바이크 고성점.jpg
1514,수달관찰대,전라남도 구례군 토지면 금내리,35.1943380762,127.5144176621,수달관찰대.jpg
1515,수락폭포,전라남도 구례군 수락길 73,35.3468087927,127.4587658528,수락폭포.jpg
1516,순천 송광사 천자암 쌍향수(곱향나무),전라남도 순천시 송광면 천자암길 105,34.9811304432,127.2899900768,순천 송광사 천자암 쌍향수(곱향나무).jpg
1517,알프스마을,충청남도 청양군 정산면 천장호길 223-35,36.409792212,126.9141947381,알프스마을.jpg
1518,양천해누리체육공원,서울특별시 양천구 안양천로 711(신정동),37.5115920667,126.8724127952,양천해누리체육공원.jpg
1519,여차 홍포전망대,경상남도 거제시 남부면 다포리산 38-145,34.7037540926,128.6101762723,여차 홍포전망대.jpg
1520,"여차,홍포간 해안도로",경남 거제시 남부면 다포리 산 21-2,34.7144477883,128.6349127321,"여차,홍포간 해안도로.jpg"
1521,연수사(거창),경상남도 거창군 남상면 연수사길 115-103,35.5975802183,127.9192297276,연수사(거창).jpg
1522,영도어울림문화공원,부산광역시 영도구 함지로79번길 6 (동삼동),35.0738765773,129.0653573752,영도어울림문화공원.jpg
1523,영산포 등대,전라남도 나주시 등대길 80,34.9996185417,126.7089297388,영산포 등대.jpg
1524,영산포 홍어거리,전라남도 나주시 영산동,34.9999657492,126.7103907128,영산포 홍어거리.jpg
1525,영일대 호수공원,경상북도 포항시 남구 행복길75번길 11(대잠동),36.0147980115,129.3345658053,영일대 호수공원.jpg
1526,영일대해수욕장,경상북도 포항시 북구 해안로 95(두호동),36.057263479,129.3778441128,영일대해수욕장.jpg
1527,영주암(부산),부산광역시 수영구 망미배산로76번나길 15(망미동),35.1766545764,129.0986683346,영주암(부산).jpg
1528,예크생물원,경기도 여주시 흥천면 신근리,37.301173166,127.5516793173,예크생물원.jpg
1529,오남호수공원,경기도 남양주시 오남읍 팔현로 98,37.6940438824,127.2254004348,오남호수공원.jpg
1530,오포생활체육공원,경기도 광주시 오포읍 양촌길 77,37.3706900607,127.2426581059,오포생활체육공원.jpg
1531,옥천암(서울),서울특별시 서대문구 홍지문길 1-38,37.5968225119,126.9541779361,옥천암(서울).jpg
1532,외도와현유람선,경상남도 거제시 일운면 와현해변길 46,34.8118576186,128.7047596467,외도와현유람선.jpg
1533,용평리조트,강원특별자치도 평창군 대관령면 올림픽로 715,37.6484376398,128.6855250323,용평리조트.jpg
1534,용화사(담양),전라남도 담양군 담양읍 남촌길 77,35.3130239846,126.9895970818,용화사(담양).jpg
1535,우석농원,경기도 양주시 장흥면 삼상리,37.7096565843,126.9529609533,우석농원.jpg
1536,우암동 도시 숲,부산광역시 남구 우암동 127-142,35.1274929334,129.0726358346,우암동 도시 숲.jpg
1537,운흥사(나주),전라남도 나주시 다도면 암정로 398,34.9088469977,126.8022570696,운흥사(나주).jpg
1538,울산어린이천문대,울산광역시 울주군 범서읍 지지1길 100,35.6301004882,129.2266473413,울산어린이천문대.jpg
1539,원적산체육공원,인천광역시 부평구 원적로269번길 72(산곡동),37.507278275,126.6933320243,원적산체육공원.jpg
1540,월미도해양관광  (월미도유람선),인천광역시 중구 월미문화로 21(북성동1가),37.4765468403,126.5985054212,월미도해양관광  (월미도유람선).jpg
1541,월평포구,제주특별자치도 서귀포시 말질로 462(월평동),33.234505941,126.4637926353,월평포구.jpg
1542,유구벽화거리,충청남도 공주시 유구읍 시장길 34-5,36.55349027,126.9520152684,유구벽화거리.jpg
1543,유정농촌체험휴양마을,전라북도 장수군 번암면 남양길 12,35.4933157881,127.5353358324,유정농촌체험휴양마을.jpg
1544,의령구름다리,경상남도 의령군 의령읍 서동리 644-1,35.3131350123,128.256252121,의령구름다리.jpg
1545,이송도전망대,부산광역시 영도구 절영로 246-36 (영선동4가),35.0760287931,129.0479199434,이송도전망대.jpg
1546,이포보전망대,경기도 여주시 대신면 천서리,37.4046360696,127.5448158581,이포보전망대.jpg
1547,인월담,전라북도 무주군 설천면 삼공리,35.881220579,127.7797039026,인월담.jpg
1548,임경대,경상남도 양산시 원동면 원동로 285,35.3224776582,128.9778359672,임경대.jpg
1549,자란도,경상남도 고성군 하일면 송천리(하일면),34.9278470627,128.219087783,자란도.jpg
1550,자유로CC,경기도 연천군 백학면 노아로297번길 179-55,37.9975146948,126.9536442986,자유로CC.jpg
1551,장사도 유람선,경상남도 거제시 남부면 근포1길 71,34.7204823536,128.586283463,장사도 유람선.jpg
1552,장항마을,전라북도 남원시 산내면 장항안길 8-1,35.4246305475,127.6174220466,장항마을.jpg
1553,정혜사(순천),전라남도 순천시 서면 정혜사길 32(서면),35.0620196437,127.5143127353,정혜사(순천).jpg
1554,조규승가옥,강원특별자치도 양양군 현남면 개매길 215-5,37.9441993833,128.7653420593,조규승가옥.jpg
1555,조안면체육공원,경기도 남양주시 조안면 진중리146,37.5571530234,127.3117159588,조안면체육공원.jpg
1556,조양동 선사유적지,강원특별자치도 속초시 조양동 1529,38.1881120878,128.590533637,조양동 선사유적지.jpg
1557,좌수영성지,부산광역시 수영구 수영성로 43(수영동),35.1743106361,129.1117117085,좌수영성지.jpg
1558,주니어천문스쿨 동탄점,경기도 화성시 중동,37.2018660013,127.1350670621,주니어천문스쿨 동탄점.jpg
1559,죽림해수욕장,경상남도 거제시 거제면 오수리,34.8394995735,128.5837472124,죽림해수욕장.jpg
1560,중군마을,전라북도 남원시 인월면 인월로 73,35.4615066877,127.6033223258,중군마을.jpg
1561,중리노을전망대,부산광역시 영도구 중리북로 5 (동삼동),35.0698603825,129.0665879334,중리노을전망대.jpg
1562,중리항 방파제 등대,부산광역시 영도구 중리남로 2-15 (동삼동),35.0681494469,129.0657352763,중리항 방파제 등대.jpg
1563,중화유원지(중화지),경상북도 고령군 대가야읍 중화리,35.7422418833,128.2425223023,중화유원지(중화지).jpg
1564,증산공원,부산광역시 동구 성북로36번길 46 (범일동),35.1379469323,129.051684593,증산공원.jpg
1565,진해유람선,경상남도 창원시 진해구 진희로 36(제황산동),35.1441698674,128.6735534799,진해유람선.jpg
1566,창녕 우포늪,경상남도 창녕군 유어면 우포늪길 220,35.5539107612,128.4160843757,창녕 우포늪.jpg
1567,청계천,서울특별시 종로구 창신동,37.5697015781,127.0050907302,청계천.jpg
1568,초록산산림욕장,경기도 화성시 양감면 사창리 810-9,37.0920449352,126.9550364249,초록산산림욕장.jpg
1569,초록향기,경기도 남양주시 조안면 진중리,37.5590721973,127.3090772547,초록향기.jpg
1570,축령산 휴양림,전라남도 장성군 서삼면 모암리 569-5,35.3739797975,126.7563745485,축령산 휴양림.jpg
1571,충무사,전라남도 순천시 해룡면 신성2길 145(해룡면),34.9158232909,127.5779553226,충무사.jpg
1572,치악산국립공원,강원특별자치도 원주시 소초면 무쇠점2길 26,37.4143609729,128.0506809522,치악산국립공원.jpg
1573,칠포해오름전망대,포항시 북구 흥해읍 칠포리 산2-2,36.1475841858,129.3973703312,칠포해오름전망대.jpg
1574,카페도자기마을,경기도 남양주시 조안면 북한강로433번길 37,37.5606442512,127.3098549165,카페도자기마을.jpg
1575,탑동유원지,경기도 동두천시 탑신로 126(탑동동),37.8873555097,127.1168158773,탑동유원지.jpg
1576,태릉.강릉,서울특별시 노원구 화랑로 681,37.6341401904,127.0971582841,태릉.강릉.jpg
1577,테미공원,대전광역시 중구 보문로199번길 37-36(대흥동),36.3192226254,127.4218489142,테미공원.jpg
1578,파도마을,전라남도 구례군 토지면 파도리,35.205140154,127.5442175363,파도마을.jpg
1579,파주팜랜드,경기도 파주시 탄현면 새오리로 318-34,37.8100929929,126.6923930464,파주팜랜드.jpg
1580,파평체육공원,경기도 파주시 파평면 눌노리,37.9320735517,126.867051343,파평체육공원.jpg
1581,팔영산자연휴양림,전라남도 고흥군 영남면 팔영로 1347-418(영남면),34.6214289206,127.4394637689,팔영산자연휴양림.jpg
1582,평촌마을,경상남도 하동군 청암면 청학로 679-8,35.1565111776,127.7981464628,평촌마을.jpg
1583,표충사 우리아이 마음숲 놀이터,경상남도 밀양시 단장면 구천리305-1,35.5325840079,128.9461968154,표충사 우리아이 마음숲 놀이터.jpg
